PROJECT	EXCEPTION	TYPE	ORIGIN	HANDLERS	AUTOCOMPLETE	EMPTY
312	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
313	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
314	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
315	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
316	java.util.ConcurrentModificationException	Unchecked	Java	false	true
317	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
318	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
319	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
320	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
321	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
322	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
323	java.lang.NullPointerException	Unchecked	Java	false	true
324	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
325	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
326	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
327	java.lang.IllegalArgumentException	Unchecked	Java	false	true
328	java.lang.IndexOutOfBoundsException	Unchecked	Java	false	true
329	java.util.ConcurrentModificationException	Unchecked	Java	false	true
330	java.util.ConcurrentModificationException	Unchecked	Java	false	true
331	java.util.ConcurrentModificationException	Unchecked	Java	false	true
332	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
333	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
334	com.google.common.collect.testing.testers.MapComputeIfAbsentTester.ExpectedException	Unchecked	System	false	true
335	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
336	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
337	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
338	java.lang.NullPointerException	Unchecked	Java	false	true
339	com.google.common.collect.testing.testers.MapComputeIfPresentTester.ExpectedException	Unchecked	System	false	true
340	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
341	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
342	com.google.common.collect.testing.testers.MapComputeTester.ExpectedException	Unchecked	System	false	true
343	com.google.common.collect.testing.testers.MapComputeTester.ExpectedException	Unchecked	System	false	true
344	java.lang.ClassCastException	Unchecked	Java	false	true
345	java.lang.ClassCastException	Unchecked	Java	false	true
346	java.lang.NullPointerException	Unchecked	Java	false	true
347	java.lang.NullPointerException	Unchecked	Java	false	true
348	java.lang.IllegalArgumentException	Unchecked	Java	false	true
349	java.lang.IllegalArgumentException	Unchecked	Java	false	true
350	java.lang.ClassCastException	Unchecked	Java	false	true
351	java.lang.ClassCastException	Unchecked	Java	false	true
352	java.lang.NullPointerException	Unchecked	Java	false	true
353	java.lang.ClassCastException	Unchecked	Java	false	true
354	java.lang.NullPointerException	Unchecked	Java	false	true
355	java.lang.ClassCastException	Unchecked	Java	false	true
356	com.google.common.collect.testing.testers.MapMergeTester.ExpectedException	Unchecked	System	false	true
357	java.lang.NullPointerException	Unchecked	Java	false	true
358	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
359	java.lang.NullPointerException	Unchecked	Java	false	true
360	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
361	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
362	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
363	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
364	java.util.ConcurrentModificationException	Unchecked	Java	false	true
365	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
366	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
367	java.lang.NullPointerException	Unchecked	Java	false	true
368	java.lang.NullPointerException	Unchecked	Java	false	true
369	java.lang.NullPointerException	Unchecked	Java	false	true
370	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
371	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
372	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
373	java.lang.NullPointerException	Unchecked	Java	false	true
374	java.lang.NullPointerException	Unchecked	Java	false	true
375	java.lang.NullPointerException	Unchecked	Java	false	true
376	java.util.ConcurrentModificationException	Unchecked	Java	false	true
377	java.util.ConcurrentModificationException	Unchecked	Java	false	true
378	java.util.ConcurrentModificationException	Unchecked	Java	false	true
379	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
380	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
381	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
382	java.lang.NullPointerException	Unchecked	Java	false	true
383	java.lang.NullPointerException	Unchecked	Java	false	true
384	java.lang.NullPointerException	Unchecked	Java	false	true
385	java.lang.NullPointerException	Unchecked	Java	false	true
386	java.lang.NullPointerException	Unchecked	Java	false	true
387	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
388	java.lang.UnsupportedOperationException	Unchecked	Java	false	true
389	java.util.ConcurrentModificationException	Unchecked	Java	false	true
